Resource Name,County,National Register Date,National Register Number,Longitude,Latitude,Location
75th Police Precinct Station House,Kings,09/10/2007,03NR05126,-73.8921,40.6748536657,"(40.67485366570, -73.89210000000)"
"Burritt, Orrin W., House",Cayuga,08/30/2007,07NR05740,-76.5625,43.0458650495,"(43.04586504950, -76.56250000000)"
"Buffalo, Rochester and Pittsburgh RailwayStation",Erie,08/03/2007,06NR05628,-78.7499,42.7607284814,"(42.76072848140, -78.74990000000)"
"Poor, Henry Varnum, House",Rockland,12/11/2007,07NR05760,-74.0164,41.1819638585,"(41.18196385850, -74.01640000000)"
"Miller, C. W., Livery Stable",Erie,12/11/2007,07NR05767,-78.8762,42.8895652169,"(42.88956521690, -78.87620000000)"
"Enlarged Lock No. 23, Old Erie Canal",Schenectady,03/06/2008,07NR05814,-73.9871,42.8216520818,"(42.82165208180, -73.98710000000)"
Knox Mansion,Fulton,02/28/2008,07NR05812,-74.3745,42.9983877949,"(42.99838779490, -74.37450000000)"
"Martin, General Walter, House",Lewis,07/24/2008,07NR05815,-75.4702,43.7377790399,"(43.73777903990, -75.47020000000)"
South Ann Street-Mill Street Historic District,Herkimer,03/06/2008,07NR05813,-74.8595,43.0406340084,"(43.04063400840, -74.85950000000)"
Millville Cemetery,Orleans,10/31/2007,07NR05716,-78.324,43.189823353,"(43.18982335300, -78.32400000000)"
Standard Yarn Company Building,Oswego,05/15/2008,07NR05791,-76.5081,43.4521155354,"(43.45211553540, -76.50810000000)"
Lake Champlain Bridge,Essex,02/09/2009,07NR05748,-73.4239,44.0319462899,"(44.03194628990, -73.42390000000)"
North Main Street School,Rockland,02/28/2008,07NR05728,-74.0435,41.1208666522,"(41.12086665220, -74.04350000000)"
Colyer Homestead,Schoharie,02/13/2008,07NR05782,-74.2979,42.6937744065,"(42.69377440650, -74.29790000000)"
House at 251 Rocklyn Avenue (Brower House),Nassau,09/15/2008,07NR05779,-73.6653,40.6519562081,"(40.65195620810, -73.66530000000)"
"73 Grove Street, House at",Nassau,01/23/2008,07NR05778,-73.6672,40.6631382115,"(40.66313821150, -73.66720000000)"
House at 474 Ocean Avenue (Luning House),Nassau,09/15/2008,07NR05780,-73.6585,40.65405592,"(40.65405592000, -73.65850000000)"
Davis Field,Suffolk,01/22/2008,07NR05747,-73.0533,40.7570600456,"(40.75706004560, -73.05330000000)"
Dodge-Greenleaf House,Orange,03/05/2008,07NR05794,-74.5416,41.4745832374,"(41.47458323740, -74.54160000000)"
Binghamton Theatre,Broome,01/23/2008,07NR05775,-75.9122,42.1014057201,"(42.10140572010, -75.91220000000)"
Brand Hollow Road Stone Arch Bridge,Greene,04/10/2008,07NR05774,-74.2396,42.4033666868,"(42.40336668680, -74.23960000000)"
Moore Road Stone Arch Bridge,Greene,04/10/2008,07NR05773,-74.178,42.3607681482,"(42.36076814820, -74.17800000000)"
Hathaway,Greene,02/12/2008,07NR05790,-74.1215,42.2125349297,"(42.21253492970, -74.12150000000)"
Marlborough Building,Broome,02/19/2008,07NR05738,-75.9219,42.1049560619,"(42.10495606190, -75.92190000000)"
New Kingston Historic District,Delaware,02/19/2008,07NR05800,-74.6817,42.2124515092,"(42.21245150920, -74.68170000000)"
Calvary Methodist Episcopal Church,Albany,02/28/2008,06NR05595,-73.7919,42.6648034114,"(42.66480341140, -73.79190000000)"
Knox Street Historic District,Albany,03/05/2008,07NR05721,-73.7709,42.6528486182,"(42.65284861820, -73.77090000000)"
Town Line (Lenticular Truss) Bridge,Cortland,05/29/2008,07NR05789,-75.8827,42.5660084002,"(42.56600840020, -75.88270000000)"
First Universalist Church of Portageville,Wyoming,02/19/2008,07NR05832,-78.0452,42.5659270058,"(42.56592700580, -78.04520000000)"
Christ Church,Monroe,02/12/2008,91NR00158,-77.6006,43.156198271,"(43.15619827100, -77.60060000000)"
Brick Presbyterian Church,Wyoming,10/03/2007,07NR05715,-78.0006,42.720636974,"(42.72063697400, -78.00060000000)"
Engleside,Livingston,03/23/2009,08NR05847,-77.7435,42.5849830471,"(42.58498304710, -77.74350000000)"
Hammondsport Union Free School,Steuben,05/15/2008,07NR05824,-77.2232,42.4076258007,"(42.40762580070, -77.22320000000)"
Scotchtown Cemetery,Chemung,12/23/2009,08NR05846,-76.6988,42.1767340067,"(42.17673400670, -76.69880000000)"
Bishop Family Lustron House,Schenectady,03/05/2008,07NR05783,-73.9144,42.8868995334,"(42.88689953340, -73.91440000000)"
Marion Steam Shovel,Genesee,02/22/2008,07NR05714,-77.9378,42.9926166129,"(42.99261661290, -77.93780000000)"
Caledonia Library,Livingston,12/14/2007,07NR05708,-77.8542,42.9727375847,"(42.97273758470, -77.85420000000)"
Rock Valley School,Delaware,05/12/2008,07NR05821,-75.0849,41.8905507137,"(41.89055071370, -75.08490000000)"
"Graves, John, Cobblestone Farmhouse",Seneca,02/28/2008,07NR05743,-76.8728,42.9570323026,"(42.95703230260, -76.87280000000)"
St. Agnes Cemetery,Albany,02/28/2008,07NR05820,-73.7285,42.7021288163,"(42.70212881630, -73.72850000000)"
"McComb, Peter K. and Karen R., House",Dutchess,08/12/2009,07NR05697,-73.8876,41.6673458591,"(41.66734585910, -73.88760000000)"
"Brewster, Nathaniel, House",Suffolk,02/28/2008,07NR05777,-73.103,40.943301429,"(40.94330142900, -73.10300000000)"
Concordia Cemetery,Erie,02/28/2008,07NR05803,-78.8197,42.9063656357,"(42.90636563570, -78.81970000000)"
Trinity Episcopal Church,Erie,02/28/2008,07NR05801,-78.8747,42.8947416891,"(42.89474168910, -78.87470000000)"
Hotel Syracuse,Onondaga,03/05/2008,07NR05819,-76.1514,43.0446912377,"(43.04469123770, -76.15140000000)"
Scarsdale Woman's Club,Westchester,02/29/2008,07NR05751,-73.7925,40.9877355071,"(40.98773550710, -73.79250000000)"
"146 East 38th Street, House at",New York,05/21/2008,08NR05834,-73.9774,40.7484158638,"(40.74841586380, -73.97740000000)"
Corby Farm Complex [Meadowbrook Farm],Livingston,04/01/2008,07NR05753,-77.6066,42.9316186381,"(42.93161863810, -77.60660000000)"
Linden-South Historic District,Monroe,08/26/2009,08NR05838,-77.6095,43.1388377876,"(43.13883778760, -77.60950000000)"
Reformed Dutch Church of Poughkeepsie,Dutchess,02/28/2008,07NR05698,-73.9218,41.6949377881,"(41.69493778810, -73.92180000000)"
Moses Yeomans House,Ulster,02/20/2009,06NR05572,-73.974,41.928733555,"(41.92873355500, -73.97400000000)"
Hadden-Margolis House,Westchester,03/07/2008,07NR05828,-73.7376,40.9718424034,"(40.97184240340, -73.73760000000)"
Cortland Free Library,Cortland,05/30/2008,07NR05818,-76.1782,42.5996649152,"(42.59966491520, -76.17820000000)"
Rushmore Memorial Library,Orange,04/11/2008,07NR05822,-74.1254,41.3492500895,"(41.34925008950, -74.12540000000)"
Woodlawn Farm,Orange,04/11/2008,07NR05823,-74.4782,41.3929492358,"(41.39294923580, -74.47820000000)"
Garment Center Historic District,New York,11/05/2008,08NR05833,-73.9905,40.7537678748,"(40.75376787480, -73.99050000000)"
Van Ostrande-Radliff House,Albany,01/10/2008,06NR05622,-73.7519,42.6473696296,"(42.64736962960, -73.75190000000)"
Calvary Episcopal Church (former),Oneida,07/03/2008,03NR05102,-75.2307,43.0948543516,"(43.09485435160, -75.23070000000)"
Lowville Masonic Temple,Lewis,09/19/2008,08NR05840,-75.491,43.7855683445,"(43.78556834450, -75.49100000000)"
Utica Parks and Parkway Historic District,Oneida,07/03/2008,08NR05839,-75.2308,43.0783351891,"(43.07833518910, -75.23080000000)"
"Patton, James 'Squire,' House",Orange,05/12/2008,07NR05797,-74.0733,41.4856632428,"(41.48566324280, -74.07330000000)"
Bevier-Wright House,Broome,05/21/2008,08NR05856,-75.8952,42.1374480755,"(42.13744807550, -75.89520000000)"
Smyrna Town Hall,Chenango,07/25/2008,08NR05850,-75.5703,42.6865613368,"(42.68656133680, -75.57030000000)"
Patterson-Hooper Family Cemetery,Broome,05/21/2008,08NR05849,-76.0073,42.108728519,"(42.10872851900, -76.00730000000)"
Friendship Free Library,Allegany,08/15/2008,07NR05829,-78.1353,42.2068990133,"(42.20689901330, -78.13530000000)"
"Beardsley-Oliver House, 312 Laurel Avenue",Cattaraugus,02/28/2008,07NR05705,-78.426,42.0785397627,"(42.07853976270, -78.42600000000)"
Farmers' and Merchants' Bank/Geneva Saving Bank,Ontario,02/28/2008,07NR05810,-76.9836,42.8674661405,"(42.86746614050, -76.98360000000)"
"Otis, Job and Deborah, House",Cayuga,05/29/2008,08NR05843,-76.6154,42.7606888573,"(42.76068885730, -76.61540000000)"
"Howland, Augustus, House",Cayuga,05/20/2008,08NR05844,-76.6479,42.7580206013,"(42.75802060130, -76.64790000000)"
Clarksville Elementary School,Albany,07/03/2008,08NR05851,-73.9543,42.5771482309,"(42.57714823090, -73.95430000000)"
"General Electric Tower, 535 Washington Street",Erie,09/12/2008,04NR05349,-78.8716,42.8886864981,"(42.88868649810, -78.87160000000)"
"Woodhull, Benjamin King, House",Suffolk,06/13/2008,08NR05841,-72.8511,40.958375873,"(40.95837587300, -72.85110000000)"
Jedediah Hawkins House,Suffolk,06/13/2008,08NR05842,-72.5804,40.9492310008,"(40.94923100080, -72.58040000000)"
Trinity Lutheran Church,Queens,05/29/2008,08NR05837,-73.9193,40.7617741991,"(40.76177419910, -73.91930000000)"
St. Luke's Episcopal Church Complex,Dutchess,05/30/2008,08NR05852,-73.9635,41.4980046249,"(41.49800462490, -73.96350000000)"
St. Andrew's Episcopal Church & Rectory,Orange,06/13/2008,08NR05853,-74.1904,41.5600804887,"(41.56008048870, -74.19040000000)"
Pulver-Bird House,Dutchess,07/25/2008,07NR05793,-73.6345,41.910803994,"(41.91080399400, -73.63450000000)"
Williamsville Junior and Senior High School,Erie,05/12/2008,07NR05811,-78.7315,42.9671799197,"(42.96717991970, -78.73150000000)"
Chase/Crowley/Keep House,Niagara,05/21/2008,08NR05835,-78.6854,43.1641644694,"(43.16416446940, -78.68540000000)"
Chase/Hubbard/Williams House,Niagara,05/21/2008,08NR05836,-78.6844,43.164132019,"(43.16413201900, -78.68440000000)"
Town-Hollister Farm,Washington,06/13/2008,05NR05450,-73.3478,43.4400005725,"(43.44000057250, -73.34780000000)"
Sherwood Equal Rights Historic District,Cayuga,02/29/2008,07NR05805,-76.6209,42.7617836498,"(42.76178364980, -76.62090000000)"
Storm-Adriance-Brinkerhoff House,Dutchess,07/03/2008,02NR04988,-73.7612,41.596776424,"(41.59677642400, -73.76120000000)"
Blatchley House,Herkimer,08/15/2008,08NR05861,-74.9341,42.9036633498,"(42.90366334980, -74.93410000000)"
St. John's Lutheran Church,Schoharie,09/12/2008,08NR05859,-74.586,42.7411842292,"(42.74118422920, -74.58600000000)"
Spencerport Methodist Church,Monroe,04/11/2008,07NR05757,-77.8021,43.1931428286,"(43.19314282860, -77.80210000000)"
District No. 6 Schoolhouse,Rensselaer,07/03/2008,08NR05845,-73.5747,42.7511737017,"(42.75117370170, -73.57470000000)"
St. Paul's Episcopal Church,Rockland,07/02/2008,07NR05798,-74.046,41.1089120839,"(41.10891208390, -74.04600000000)"
"DePew, Peter, House",Rockland,07/03/2008,07NR05796,-73.9771,41.1713437512,"(41.17134375120, -73.97710000000)"
House at 8 Berkley Drive,Niagara,05/04/2009,08NR05877,-78.6879,43.1555282093,"(43.15552820930, -78.68790000000)"
Sampson Theatre,Yates,11/07/2008,08NR05864,-77.0523,42.6615055677,"(42.66150556770, -77.05230000000)"
Smith Observatory and Dr. William R. Brooks House,Ontario,04/11/2008,07NR05809,-77.0029,42.8724087107,"(42.87240871070, -77.00290000000)"
Roe Cobblestone Schoolhouse,Wayne,09/17/2008,08NR05878,-76.7972,43.1898672388,"(43.18986723880, -76.79720000000)"
Fraunces Tavern,New York,03/06/2008,07NR05804,-74.0114,40.7034070929,"(40.70340709290, -74.01140000000)"
Chemung District School No. 10,Chemung,05/21/2008,08NR05857,-76.7157,42.0287378296,"(42.02873782960, -76.71570000000)"
Christ Church,Orange,08/15/2008,08NR05854,-74.418,41.4459225687,"(41.44592256870, -74.41800000000)"
Lancaster District School No. 6,Erie,11/18/2008,08NR05898,-78.6402,42.8814348212,"(42.88143482120, -78.64020000000)"
Buffalo Tennis and Squash Club,Erie,12/05/2008,08NR05897,-78.8777,42.9053909847,"(42.90539098470, -78.87770000000)"
The Annunciation School,Erie,12/05/2008,08NR05896,-78.8885,42.9198468178,"(42.91984681780, -78.88850000000)"
The Niagara,Niagara,12/05/2008,08NR05895,-79.0612,43.0849477265,"(43.08494772650, -79.06120000000)"
House at 226 West Penn (Long Beach Historical Museum),Nassau,09/24/2008,08NR05887,-73.6708,40.585219953,"(40.58521995300, -73.67080000000)"
St. Paul's German Presbyterian Church and Cemetery,Nassau,09/26/2008,08NR05888,-73.7147,40.6966315601,"(40.69663156010, -73.71470000000)"
Big Duck Ranch,Suffolk,09/12/2008,08NR05884,-72.6218,40.9072622481,"(40.90726224810, -72.62180000000)"
New York Congregational Home for the Aged,Kings,11/05/2008,08NR05903,-73.9544,40.6527680648,"(40.65276806480, -73.95440000000)"
Wing-Northup House,Washington,09/12/2008,96NR00937,-73.5874,43.2690181118,"(43.26901811180, -73.58740000000)"
Hudson Almshouse,Columbia,09/19/2008,08NR05886,-73.7869,42.2526026456,"(42.25260264560, -73.78690000000)"
USS Croaker (SS 246),Erie,09/12/2008,08NR05869,-78.8816,42.8781565393,"(42.87815653930, -78.88160000000)"
Temple Society of Concord,Onondaga,04/27/2009,08NR05881,-76.1334,43.044968985,"(43.04496898500, -76.13340000000)"
Entranceway at Main Street at Lafayette Boulevard,Erie,07/23/2009,08NR05870,-78.761,42.9599998211,"(42.95999982110, -78.76100000000)"
Entranceway at Main Street at LeBrun Road,Erie,07/23/2009,08NR05871,-78.7977,42.9642150794,"(42.96421507940, -78.79770000000)"
Entranceway at Main Street at High Park Boulevard,Erie,07/23/2009,08NR05872,-78.8001,42.9644711759,"(42.96447117590, -78.80010000000)"
Entranceway at Main Street at Westfield and Ivyhurst Road,Erie,07/23/2009,08NR05873,-78.8017,42.9643746587,"(42.96437465870, -78.80170000000)"
Entranceway at Main Street at Westfield and Ivyhurst Road,Erie,07/23/2009,08NR05873,-78.7997,42.9647220279,"(42.96472202790, -78.79970000000)"
Entranceway at Main Street at Darwin Drive,Erie,07/23/2009,08NR05874,-78.7783,42.9615928281,"(42.96159282810, -78.77830000000)"
Pratt House,Chemung,11/21/2008,07NR05827,-76.804,42.0935844016,"(42.09358440160, -76.80400000000)"
Lake View Cemetery,Monroe,07/24/2009,08NR05900,-77.9383,43.1919119627,"(43.19191196270, -77.93830000000)"
"West Delhi Presbyterian Church, Manse and Cemetery",Delaware,11/07/2008,08NR05892,-75.0076,42.300226546,"(42.30022654600, -75.00760000000)"
Soundview Manor,Westchester,11/25/2009,08NR05931,-73.8995,40.9321939335,"(40.93219393350, -73.89950000000)"
Tannersville Main Street Historic District,Greene,11/14/2008,08NR05916,-74.1358,42.1956854438,"(42.19568544380, -74.13580000000)"
Simon Ritter Cobblestone Farmhouse,Seneca,11/18/2008,07NR05749,-76.7745,42.7797172071,"(42.77971720710, -76.77450000000)"
"Grove, The",Putnam,11/21/2008,08NR05876,-73.9505,41.4185193187,"(41.41851931870, -73.95050000000)"
"Shelp, John, Cobblestone House",Orleans,11/20/2008,08NR05899,-78.4645,43.1560190179,"(43.15601901790, -78.46450000000)"
First Baptist Church of Springville,Erie,12/05/2008,08NR05917,-78.6667,42.5096294777,"(42.50962947770, -78.66670000000)"
J.N. Adams/ A.M. & A. Historic District,Erie,02/20/2009,08NR05952,-78.8737,42.8844372383,"(42.88443723830, -78.87370000000)"
Richmond Avenue Methodist Episcopal Church,Erie,12/05/2008,08NR05909,-78.8815,42.915137424,"(42.91513742400, -78.88150000000)"
Curtiss Building,Erie,12/05/2008,08NR05910,-78.8759,42.8893060571,"(42.88930605710, -78.87590000000)"
Home Farm,Washington,12/05/2008,05NR05449,-73.3283,43.5398402508,"(43.53984025080, -73.32830000000)"
Lustron Houses of Jermain Street Historic District,Albany,07/29/2009,08NR05904,-73.8011,42.6792745535,"(42.67927455350, -73.80110000000)"
Loon Lake Fire Observation Station,Franklin,12/05/2008,06NR05580,-74.1518,44.558223113,"(44.55822311300, -74.15180000000)"
Piermont Railroad Station,Rockland,12/03/2008,06NR05630,-73.9191,41.0420864809,"(41.04208648090, -73.91910000000)"
"Dickson, John and Mary, House",Ontario,11/19/2008,08NR05862,-77.5368,42.9078053093,"(42.90780530930, -77.53680000000)"
Ontario and Livingston Mutual Insurance Office,Ontario,11/21/2008,08NR05863,-77.5371,42.9060611826,"(42.90606118260, -77.53710000000)"
St. Andrew's Cemetery,Orange,12/23/2008,08NR05927,-74.1459,41.5698663611,"(41.56986636110, -74.14590000000)"
New York Telephone Company Building (Barclay-Vesey Building),New York,04/30/2009,08NR05968,-74.0129,40.7137858306,"(40.71378583060, -74.01290000000)"
240 Central Park South,New York,05/12/2009,08NR05940,-73.9812,40.767350821,"(40.76735082100, -73.98120000000)"
Congregation Beth Abraham,Kings,04/30/2009,08NR05943,-73.9426,40.652184575,"(40.65218457500, -73.94260000000)"
Park and Tilford Building,New York,05/01/2009,08NR05937,-73.9448,40.8081070158,"(40.80810701580, -73.94480000000)"
Jordanville Holy Trininty Monastery,Herkimer,06/23/2011,08NR05959,-74.9386,42.9271577064,"(42.92715770640, -74.93860000000)"
Echo Lawn Estate,Orange,03/23/2009,07NR05761,-74.0071,41.5349240604,"(41.53492406040, -74.00710000000)"
The Hedges,Hamilton,03/27/2009,08NR05858,-74.4523,43.8546829226,"(43.85468292260, -74.45230000000)"
Jamesport Meeting House,Suffolk,02/20/2009,07NR05817,-72.5811,40.9499617579,"(40.94996175790, -72.58110000000)"
Old Town Hall (aka: Town of Lake Pleasant Museum),Hamilton,04/23/2009,05NR05553,-74.3665,43.499919852,"(43.49991985200, -74.36650000000)"
Methodist Episcopal Church of Windham Center,Greene,04/27/2009,08NR05918,-74.2483,42.3086248847,"(42.30862488470, -74.24830000000)"
Woodward Road Stone Arch Bridge,Greene,03/09/2009,08NR05875,-74.0962,42.3714163282,"(42.37141632820, -74.09620000000)"
Milliken-Smith Farm,Orange,03/25/2009,08NR05928,-74.2089,41.5343219087,"(41.53432190870, -74.20890000000)"
Sleepy Hollow Cemetery,Westchester,06/03/2009,09NR05974,-73.8596,41.096347352,"(41.09634735200, -73.85960000000)"
"Shearwater, sloop",New York,03/09/2009,08NR05942,-74.0173,40.7127189224,"(40.71271892240, -74.01730000000)"
520 Hostageh Road,Cattaraugus,02/20/2009,08NR05964,-78.4715,42.0153613133,"(42.01536131330, -78.47150000000)"
Contempora House,Rockland,04/29/2009,08NR05923,-74.0179,41.1828128339,"(41.18281283390, -74.01790000000)"
New York Central Railroad Station Complex,Onondaga,09/11/2009,94NR00743,-76.1395,43.0514811859,"(43.05148118590, -76.13950000000)"
Samuel Hopkins House,Suffolk,02/26/2009,08NR05953,-73.0213,40.9586321307,"(40.95863213070, -73.02130000000)"
Shelter Island Country Club,Suffolk,02/25/2009,08NR05954,-72.3575,41.0773048046,"(41.07730480460, -72.35750000000)"
Tuthill-Lapham House  (Friendly Hall),Suffolk,03/13/2009,08NR05957,-72.8511,40.9647853917,"(40.96478539170, -72.85110000000)"
Industrial Complex at 221 McKibbin Street,Kings,05/12/2009,08NR05939,-73.9382,40.7058368037,"(40.70583680370, -73.93820000000)"
"Gates, Benjamin Franklin, House",Orleans,06/04/2009,08NR05936,-78.2777,43.2053369137,"(43.20533691370, -78.27770000000)"
Matton Shipyards,Albany,07/24/2009,08NR05868,-73.6805,42.7789834301,"(42.77898343010, -73.68050000000)"
Pine Grove Community Church,Lewis,08/20/2009,08NR05960,-75.3769,43.7520091261,"(43.75200912610, -75.37690000000)"
"Rockefeller, Simeon, House",Columbia,07/02/2009,08NR05955,-73.8619,42.130334568,"(42.13033456800, -73.86190000000)"
Lafayette Avenue Presbyterian Church,Erie,08/21/2009,09NR05997,-78.8765,42.9208741118,"(42.92087411180, -78.87650000000)"
Hiram Hubbard House,Jefferson,09/09/2009,08NR05893,-75.6879,43.9627445224,"(43.96274452240, -75.68790000000)"
St. Francis Xavier Roman Catholic Parish Complex,Erie,08/20/2009,09NR05998,-78.9003,42.9357503994,"(42.93575039940, -78.90030000000)"
Jacques Marchais Center of Tibetan Art,Richmond,05/29/2009,08NR05969,-74.138,40.5762174174,"(40.57621741740, -74.13800000000)"
Beth-El Jewish Center of Flatbush,Kings,05/29/2009,09NR05973,-73.9595,40.6010934721,"(40.60109347210, -73.95950000000)"
Stoops Hotel,Washington,06/30/2009,08NR05924,-73.4234,43.1114179158,"(43.11141791580, -73.42340000000)"
Rogues Harbor Inn,Tompkins,08/26/2009,08NR05948,-76.5054,42.5377675166,"(42.53776751660, -76.50540000000)"
Eaton Family Home/Jewish Center of Norwich,Chenango,06/04/2009,09NR05979,-75.524,42.5273106926,"(42.52731069260, -75.52400000000)"
Conyn-Van Rensselaer House,Columbia,10/20/2009,09NR05989,-73.7525,42.1975080211,"(42.19750802110, -73.75250000000)"
SENATOR WILLIAM CAULDWELL HOUSE,Suffolk,05/04/2009,09NR05980,-72.3727,40.9906036355,"(40.99060363550, -72.37270000000)"
St. John's Lutheran Church,Columbia,06/30/2009,09NR05987,-73.6393,42.0492907771,"(42.04929077710, -73.63930000000)"
Victory Mills,Saratoga,01/19/2010,08NR05962,-73.5903,43.0895838507,"(43.08958385070, -73.59030000000)"
Baron von Steuben Memorial,Oneida,08/21/2009,08NR05866,-75.2327,43.3379859045,"(43.33798590450, -75.23270000000)"
Emmanuel Episcopal Church,Herkimer,07/29/2009,08NR05912,-74.8553,43.0442563821,"(43.04425638210, -74.85530000000)"
Kilts Farmstead,Montgomery,09/18/2009,08NR05913,-74.5673,42.9613970343,"(42.96139703430, -74.56730000000)"
"Wilder Farmstead, Boyhood Home of Alanzo Wilder",Franklin,11/19/2014,08NR05911,-74.2174,44.8685318885,"(44.86853188850, -74.21740000000)"
Lowville G.A.R. Soldierâs Monument,Lewis,07/29/2009,08NR05915,-75.4956,43.7908619717,"(43.79086197170, -75.49560000000)"
Sylvan Beach Union Chapel,Oneida,07/24/2009,08NR05914,-75.73,43.1989563244,"(43.19895632440, -75.73000000000)"
Bullard Block,Saratoga,09/16/2009,08NR05961,-73.5812,43.0989910203,"(43.09899102030, -73.58120000000)"
Hutchinson Homestead,Cayuga,09/09/2009,09NR05996,-76.7257,42.9125104915,"(42.91251049150, -76.72570000000)"
New Paltz Downtown Historic District,Ulster,07/24/2009,08NR05946,-74.0861,41.7480737321,"(41.74807373210, -74.08610000000)"
The Emerson,New York,08/20/2009,09NR05999,-73.9932,40.7674720423,"(40.76747204230, -73.99320000000)"
Trinity Evangelical Lutheran Church of Manhattan,New York,09/16/2009,09NR06002,-73.9681,40.7962179582,"(40.79621795820, -73.96810000000)"
Brooklyn Trust Company,Kings,08/20/2009,09NR06001,-73.9921,40.6946016156,"(40.69460161560, -73.99210000000)"
Wellman Building,Chautauqua,08/21/2009,09NR06012,-79.2427,42.0958118255,"(42.09581182550, -79.24270000000)"
J. Stewart Wells House,Broome,08/21/2009,09NR06008,-75.9228,42.0993261298,"(42.09932612980, -75.92280000000)"
Emmanuel Episcopal Church Complex,Chenango,08/26/2009,09NR06009,-75.5273,42.530364619,"(42.53036461900, -75.52730000000)"
"Dick, Peter, House",Columbia,07/29/2009,08NR05885,-73.8555,42.1266109156,"(42.12661091560, -73.85550000000)"
"Fleming, Bryant, House",Wyoming,10/14/2009,08NR05920,-78.0927,42.8320305702,"(42.83203057020, -78.09270000000)"
Washington Square Historic District,Oswego,01/25/2010,08NR05932,-76.5046,43.456854537,"(43.45685453700, -76.50460000000)"
Palmyra Village Historic District,Wayne,10/16/2009,08NR05945,-77.2327,43.0625412486,"(43.06254124860, -77.23270000000)"
Tremont Baptist Church,Bronx,10/16/2009,08NR05908,-73.9023,40.8481777317,"(40.84817773170, -73.90230000000)"
Alasa Farms,Wayne,10/16/2009,09NR06020,-76.9723,43.2348013124,"(43.23480131240, -76.97230000000)"
Holden B. Mathewson Residence,Chenango,10/23/2009,09NR05978,-75.7838,42.6432199612,"(42.64321996120, -75.78380000000)"
Peale's Barber Farm Mastodon Exhumation Site,Orange,10/20/2009,09NR06017,-74.2177,41.5265125771,"(41.52651257710, -74.21770000000)"
Brosemer Brewery-Seaway Supply Building,Oswego,03/29/2010,08NR05947,-76.5032,43.4457889359,"(43.44578893590, -76.50320000000)"
FOSTER-MEEKER HOUSE,Suffolk,08/26/2009,09NR05981,-72.6437,40.8121730401,"(40.81217304010, -72.64370000000)"
Emmanuel Church of the Evangelical Association,Broome,11/20/2009,09NR06036,-75.9174,42.0973893749,"(42.09738937490, -75.91740000000)"
Mt. Beacon Fire Observation Tower,Dutchess,10/23/2009,09NR06018,-73.9443,41.4815314983,"(41.48153149830, -73.94430000000)"
South Salina Street Downtown Historic District,Onondaga,10/16/2009,08NR05880,-76.1521,43.0477699913,"(43.04776999130, -76.15210000000)"
C.G. Meaker Food Company Warehouse,Onondaga,04/26/2010,09NR05971,-76.1627,43.0498081814,"(43.04980818140, -76.16270000000)"
Louis Will Residence,Onondaga,11/10/2009,09NR05970,-76.1468,43.0577756552,"(43.05777565520, -76.14680000000)"
"Lynch, James, House",Columbia,11/13/2009,09NR06015,-73.7857,42.3544755148,"(42.35447551480, -73.78570000000)"
Manhasset Monthly Meeting of the Society of Friends,Nassau,09/09/2009,09NR06007,-73.6967,40.793319384,"(40.79331938400, -73.69670000000)"
Norman's Vale (Nott House),Albany,12/11/2009,09NR05994,-73.9053,42.689379818,"(42.68937981800, -73.90530000000)"
Butterfield Cobblestone House,Orleans,03/01/2010,09NR06021,-78.0199,43.1868868224,"(43.18688682240, -78.01990000000)"
Kol Israel Synagogue,Kings,12/02/2009,09NR06022,-73.9582,40.6728736888,"(40.67287368880, -73.95820000000)"
Congregational Church of the Evangel,Kings,12/11/2009,09NR06032,-73.9569,40.6572049423,"(40.65720494230, -73.95690000000)"
Ocean Parkway Jewish Center,Kings,12/11/2009,09NR06023,-73.9729,40.6345413748,"(40.63454137480, -73.97290000000)"
Shaari Zedek Synagogue,Kings,12/04/2009,09NR06024,-73.9309,40.6864874211,"(40.68648742110, -73.93090000000)"
Fort Washington Presbyterian Church,New York,01/07/2010,09NR06027,-73.9379,40.8453752192,"(40.84537521920, -73.93790000000)"
"Brandow, William, House",Greene,11/10/2009,09NR06054,-73.8378,42.2506821233,"(42.25068212330, -73.83780000000)"
Gates Homestead,Warren,04/27/2010,07NR05704,-73.6678,43.5377847171,"(43.53778471710, -73.66780000000)"
Chittenango Pottery,Madison,12/11/2009,09NR05993,-75.8682,43.0591608219,"(43.05916082190, -75.86820000000)"
Allentown Historic District,Erie,04/21/1980,90NR01220,-78.879,42.8999973134,"(42.89999731340, -78.87900000000)"
Delaware Avenue Historic District,Erie,01/17/1974,90NR01208,-78.873,42.9053809415,"(42.90538094150, -78.87300000000)"
West Village Historic District,Erie,05/06/1980,90NR01223,-78.88,42.8919694608,"(42.89196946080, -78.88000000000)"
The Little Stone House,Oswego,03/23/2010,09NR05975,-76.226,43.4598272329,"(43.45982723290, -76.22600000000)"
Westbeth,New York,12/08/2009,09NR06000,-74.009,40.7365700033,"(40.73657000330, -74.00900000000)"
Chinatown and Little Italy Historic District,New York,02/12/2010,09NR06033,-73.9969,40.7191629694,"(40.71916296940, -73.99690000000)"
Pratt Homestead,Columbia,11/13/2009,09NR05990,-73.5462,42.3268489572,"(42.32684895720, -73.54620000000)"
Rego Park Jewish Center,Queens,10/28/2009,09NR06006,-73.8593,40.7284217463,"(40.72842174630, -73.85930000000)"
